tweet_text,label_text
USS Lake Erie arrives in #SriLanka on flood relief mission @USNavy @PacificCommand https://t.co/xXdsgPsf6n https://t.co/IXrE9waMlQ,rescue_volunteering_or_donation_effort
Flood biggest calamity which happened recently in Sri Lanka. @slhro done their duty. 2500 ltrs has been donated. https://t.co/VGcmDj8JPR,rescue_volunteering_or_donation_effort
#USSLakeErie continue to provide #SriLanka humanitarian aid and assistance in wake of #FloodSL #AroundTheFleet https://t.co/J1tSp7r9ip,rescue_volunteering_or_donation_effort
#Turkey distributes aid to #Rohingya #refugees affected by Hurricane Mora+ https://t.co/Fd1vNz0yiA https://t.co/0WYmUKjmWa,rescue_volunteering_or_donation_effort
"EU gives 300,000 euros to flood-hit #SriLanka https://t.co/WEfwRmn4lS #top #news https://t.co/T9c8gyoZUF",rescue_volunteering_or_donation_effort
Government Donations #FloodSL #lka https://t.co/LRey1fOYC9,rescue_volunteering_or_donation_effort
Korean community donates relief goods for flood victims in Sri Lanka https://t.co/rKEdOANOZM https://t.co/s5psL9zEaC,rescue_volunteering_or_donation_effort
"Navy brings supplies, medicine to flood-ravaged Sri Lanka https://t.co/LjQaghv5YE https://t.co/A3mvjlKuNG",rescue_volunteering_or_donation_effort
#Fox914 encourages you to unite and give to those who are affected... #FloodSL #srilanka #colombo #kandy #lka https://t.co/iLgsSCJ06b,rescue_volunteering_or_donation_effort
"Israel, Jewish group provide emergency aid to flood-stricken Sri Lanka https://t.co/C3z7zmhUvF #Diaspora https://t.co/xjw6lHYdou",rescue_volunteering_or_donation_effort
Everyone to stand by the #CycloneMora affected people. #Bangladesh #SaveBangladesh https://t.co/QBB0TDXy1g,rescue_volunteering_or_donation_effort
GammaddaV - Flood Relief &amp; Clean Up Campaign. ____Selected by Dr.S.Priyantha-Sri Lanka. https://t.co/qO6TJTW8Dm https://t.co/hAd0deFnsX,rescue_volunteering_or_donation_effort
Ctg people suffer for Mora fallout https://t.co/yMefgRzmNZ https://t.co/36ZcMd3U5k,affected_individuals
"LATEST REPORT: Relief Teams Bring Much-needed Supplies, Help to Flood Survivors https://t.co/dNct5LR6Qm https://t.co/3MCPaqcnHc",rescue_volunteering_or_donation_effort
"RT @AJEnglish: Bangladesh has evacuated at least 350,000 people as Cyclone Mora hits https://t.co/YI9WB98gAU https://t.co/2XcoJdZIvn",rescue_volunteering_or_donation_effort
"Raft capsizes in flood-hit Sri Lanka, kills three https://t.co/Fdf688iz5W https://t.co/U7rJElXjcn",injured_or_dead_people
"Over 420,000 women/children directly affected by #SriLanka #FloodSL - @WFP https://t.co/SD35cUyAx6 https://t.co/wGsZC00w0G",affected_individuals
RT @IrrawaddyNews: Cyclone #Mora destroys homes in #ArakanState #Burma #Myanmar https://t.co/JHRTKQ7ZcZ https://t.co/2r9FhaFqZK,infrastructure_and_utility_damage
San Diego-Based USS Lake Erie Assists Flood Victims in SriÂ Lanka https://t.co/Ij3YBxhaht https://t.co/CcFMP1EaFR,rescue_volunteering_or_donation_effort
Flood Death rate increases in Sri Lanka has been published on Liveonchennai - https://t.co/GmM2ENO8Mb https://t.co/WYe0eGoZlw,injured_or_dead_people
Bangladesh navy searches for 81 fishermen still missing after Mora cyclone https://t.co/8H7oGKWiTn https://t.co/QKpW02toiz,missing_or_found_people
Bangladesh: Rohingya Refugees Suffer After-Effects of Cyclone Mora https://t.co/oIzv5sCNRq https://t.co/2eTtlYcDuI,affected_individuals
#FloodSL 200+ deaths reported due to floods and landslides in Sri Lanka #lka #HelpSriLanka https://t.co/QnbB8kFhZQ,injured_or_dead_people
Flooding and mudslides have killed at least 200 people in #SriLanka https://t.co/f3VqJrTUYg https://t.co/vh961eP8th https://t.co/f3VqJrTUYg,injured_or_dead_people
Cornwall rescue team deployed to help Sri Lanka flood victims https://t.co/vizeEm8WPS https://t.co/P5MFHG5H2T,rescue_volunteering_or_donation_effort
#Cyclone Mora damages over 200 school buildings in #Maungdaw &gt; #Myanmar &gt; https://t.co/gk9xserkiC https://t.co/Aa2bXoP1U7,infrastructure_and_utility_damage
Indian Navy rescues 33 Bangladeshis as Cyclone Mora kills 9 https://t.co/RzD9Y1eSSN https://t.co/Un2kyTqbU0,rescue_volunteering_or_donation_effort
Glad to see US is helping @SriLanka https://t.co/1mkH1e7jaS @megheubeck @Center4Politics https://t.co/1Hblw0ck3i,rescue_volunteering_or_donation_effort
Popular Korean actress donates to flood hit SriÂ Lanka https://t.co/fLDc8HllGa https://t.co/IBWrBMi1XU,rescue_volunteering_or_donation_effort
"Despite rains in South-west, recent floods, 840,000 in #SriLanka hit by drought - https://t.co/ynGozp1pq4 https://t.co/WC4GKFJLxo",infrastructure_and_utility_damage
"#world #news For Rohingya refugees, makeshift homes no match for Cyclone Mora https://t.co/J9BUkKc66D https://t.co/TiqgXmsSBK",rescue_volunteering_or_donation_effort
Maldives presents disaster relief to flood-hit Sri Lanka https://t.co/dOHE7PbOxp #Maldives #News https://t.co/NQNqeHW4sp,rescue_volunteering_or_donation_effort
#unicef Sri Lanka and #norwayaid will help rebuild these and other communities affected by #FloodSL https://t.co/ryakxJVKp4,rescue_volunteering_or_donation_effort
"9 days No Electricity, No phone calls, No Internet, No Chatting, No Fresh Water.... Miss you all so much! #FloodSL https://t.co/SX3MLUzrv4",infrastructure_and_utility_damage
"Sri Lankaâ€™s flood survivors at risk of dengue, disease â€“ aid workers https://t.co/2P1zVDrOoH https://t.co/0GzvMdPwvq",affected_individuals
Sri Lanka Battles to Get Relief to Stranded Flood-hit Villages - https://t.co/j8oP85hyte Lanka Battles to Get ... https://t.co/aDmFdnO1Ai,infrastructure_and_utility_damage
RT @coconutsdotco: Cyclone Mora tears through homes in Rakhine State https://t.co/DwHMPx6yG6 https://t.co/oyZrQ6TNaj,infrastructure_and_utility_damage
"Women at work in #Chittagong, #Bangladesh. Repairing roads after cyclone #Mora ravaged the region https://t.co/EAWdtPsJtC",infrastructure_and_utility_damage
Posted by Chathura Udeshka to SL Disaster Relief 1 hr Â· #floodsl #lka https://t.co/Q1eqsM1vdd,rescue_volunteering_or_donation_effort
"Heavy rains, landslide due to Cyclone Mora, Aizawl cut off https://t.co/KTVxfMI3sa https://t.co/5YzyqpjzrL",infrastructure_and_utility_damage
Photo from Sri-lanka where Pakistan Navy conducted relief operations after flood https://t.co/Uga1YH8TBa,rescue_volunteering_or_donation_effort
RT @dmc_lk: For Donations #SLFloods2017 #FloodSL https://t.co/tzRAdCZxDM,rescue_volunteering_or_donation_effort
https://t.co/hurWsb80NG Watch: Sri Lanka deploys more troops as flood toll climbs to 177 https://t.co/za1WAYjAtk,rescue_volunteering_or_donation_effort
RT @BangkokPostNews: Rohingya refugee hovels flattened by Cyclone Mora https://t.co/7D0G7cKT8i https://t.co/qmmNEIgHUJ,infrastructure_and_utility_damage
We were able to reach more than 1000 people around #Kalutara district through our #Medical camps ! #FloodSL #kyf https://t.co/FiIeS1NDEz,rescue_volunteering_or_donation_effort
Aid workers warn of â€˜acute crisisâ€™ in #Bangladesh #refugee camps devastated by #CycloneMora https://t.co/bQCzc7DZdo https://t.co/QKHgqyJzvd,infrastructure_and_utility_damage
"Government of Maldives donated A cheque of US $ 25,000.00 to Sri Lanka #FloodReliefLKA #floodSL #lka @maldives https://t.co/GVYXKsCF41",rescue_volunteering_or_donation_effort
"Cyclone Mora: Urgent shelter needs in Bangladesh, Myanmar https://t.co/1rdEVZfsX1 https://t.co/4PIeUOcETn",rescue_volunteering_or_donation_effort
"Cyclone Mora Wreaks Devastation Along Myanmarâ€™s Western Coast, Killing One https://t.co/XqXWW6vUlI https://t.co/gBKoQOm5qk",infrastructure_and_utility_damage
"https://t.co/3mquNyd5Gv Cyclone Mora: Indian Navy keeping close track, deploying relief ships https://t.co/GJZBZUZMKL",rescue_volunteering_or_donation_effort
RT @IndiaToday: Death toll from Sri Lanka's worst flood since 2003 rises to 151 https://t.co/vL9JK5Vn2e https://t.co/T66G2Jidba,injured_or_dead_people
22K people displaced in Sri Lanka due to being hit by worst flood in decades: https://t.co/y1OnYlTWo8 #FoodTank https://t.co/vfuV7ZNVES,affected_individuals
Worst floods in #SriLanka in decades: So many children need help: https://t.co/9atFO43v63 v/@unicef_es https://t.co/OWZlKjRbvw,affected_individuals
Sri Lanka #tea farmers struggle after devastating floods https://t.co/9iixlbl8So #lka #srilanka via @AlJazeera https://t.co/ewqYTJdJrc,affected_individuals
"A girl from #Kalutara who is sitting for O/L exams this year, trying to dry the school books. #FloodSL #School https://t.co/wBCaA3vdzU",affected_individuals
Please share.. Looking for Medical officers! #lka #FloodSL #help #FloodRelief #flood2017 https://t.co/1ILbtLJHYS,rescue_volunteering_or_donation_effort
RT @irane_Azad: #Iran #News #Us Foreign aid arrives in as Sri Lanka flood toll exceeds 200 https://t.co/9yRvhLhNSC https://t.co/6nVBpaKa92,rescue_volunteering_or_donation_effort
Situation report about the affected affected people due to bad weather #FloodSL #lka https://t.co/wk4hipGATu,affected_individuals
Aftermath of Mora: 1.3mn children urgently need humanitarian aid. Read at - https://t.co/B16HnGzWyT https://t.co/8pqFTeqcPA,rescue_volunteering_or_donation_effort
#SriLanka appreciates China's assistance for #flood relief. https://t.co/VhDm2wLjjI https://t.co/kH4vi0zUiS,rescue_volunteering_or_donation_effort
Sri Lanka Flood Death rate increases to 183 - https://t.co/Mb63t3tmxj https://t.co/KxH1Ev9nbn,injured_or_dead_people
81 Bangladesh fishermen missing in the wake of Cyclone Mora https://t.co/I6wEaC49SJ https://t.co/yzZ9RQdLwd,missing_or_found_people
Red Cross volunteers help flood-hit Sri Lanka https://t.co/9R4CAupONy https://t.co/CSCObhiZOP,rescue_volunteering_or_donation_effort
American People Contribute LKR 350 Million for Sri Lanka FloodÂ Relief https://t.co/AxOobgUyeD https://t.co/6iHcZWoJi7,rescue_volunteering_or_donation_effort
https://t.co/fihq5IXZ7o Cyclone Mora: Indian Navy sends second ship to Bangladesh https://t.co/yCgyaidS7J,rescue_volunteering_or_donation_effort
"Heavy flooding, landslides have affected some 684,000 people in south &amp; central #SriLanka https://t.co/3VqgVznVEv https://t.co/F5uPmn0Ws1",affected_individuals
"https://t.co/A69kxXrbf5 Cyclone Mora: INS Sumitra helps B'desh, launches rescue ops https://t.co/y92d9F4g1F",rescue_volunteering_or_donation_effort
UN Migration Agency Seeks Funding for Displacement Settlements in Bangladesh Hit byâ€¦ https://t.co/ZFThAuPFAr https://t.co/lU09JGo8OH,rescue_volunteering_or_donation_effort
Sri Lanka struggles to deliver aid to stranded flood victims https://t.co/Hbh7ochcMi #NewInVids https://t.co/nt3w0hSXzV,rescue_volunteering_or_donation_effort
#FloodSL They still need our help #Flood2017 #srilanka #FloodReliefLKA photo courtesy :Shehan Gunasekara https://t.co/SBh8rLpnhl,rescue_volunteering_or_donation_effort
"RT @XHNews: Chinese premier extends condolences to Sri Lanka on flood, landslide disasters. https://t.co/87L9biYPzJ https://t.co/567aCIBp6w",rescue_volunteering_or_donation_effort
"#FloodSL situation report as of 1200 noon, 02.06.2017. Death toll has risen to 208. (via @dmc_lk ) #lka https://t.co/pWH5xOMpnj",injured_or_dead_people
RCY Khagrachori Manikchri Unit in action after #mora. https://t.co/6arnySID94,rescue_volunteering_or_donation_effort
@WFP donates 22.5 MT dhal for flood-affected in #SriLanka https://t.co/XobOvE7hoc https://t.co/7NBqaV8NYP,rescue_volunteering_or_donation_effort
Violent wind Mora: Bangladesh anglers missing after tempest - https://t.co/zkee0xkUO1 https://t.co/6FzhlSGxef,missing_or_found_people
Helped to collect and send a Leyland bus full of brand new clothes and food items to Morawaka today. #FloodSL https://t.co/WBce2IiKI2,rescue_volunteering_or_donation_effort
Sri Lanka: Navy in North support flood relief campaign #humanitarian #newzealand #auckland https://t.co/geDS6AtKL4,rescue_volunteering_or_donation_effort
"https://t.co/QnTzWx6tGI 300,000 people evacuated, airports closed post Cyclone Mora https://t.co/tCMkitkrbi",rescue_volunteering_or_donation_effort
Naval personnel involved in flood relief operations felicitated #SriLanka https://t.co/mLggq42l91 https://t.co/4qw9PVj8rD,rescue_volunteering_or_donation_effort
Items needed for donation. #FloodSL #FloodReliefLKA Post as of 1/6 at 12:30 a.m. https://t.co/6CtNcFK077,rescue_volunteering_or_donation_effort
"Cambodia donates 100,000 USD to flood-hit Sri Lanka - https://t.co/zMKsrw99PO https://t.co/tkRtzmgFdX",rescue_volunteering_or_donation_effort
"AKF team conducted interviewed tropical cyclone Mora, Sittwe, Rakhine state https://t.co/JbHnm1pdjx",rescue_volunteering_or_donation_effort
ADB approves $2 mn grant for flood and landslide relief in #SriLanka @ADB_HQ https://t.co/SUQJqTrKea https://t.co/vwlc2Vy9rh,rescue_volunteering_or_donation_effort
Air China Cargo Plane carrying Flood Relief items from China arrived at BIA #LKA #SriLanka #FloodSL https://t.co/X9mjcN5Tbb,rescue_volunteering_or_donation_effort
@UNmigration agency deploys rapid assessment teams to #flood-hit southern and central Sriâ€¦ https://t.co/sWOn4qRBCh https://t.co/0X5SrjjPnk,rescue_volunteering_or_donation_effort
7 houses 4 families 21 people including #children still buried iat Pahiyangala landslide #FloodSL https://t.co/RCAhviP9c9,missing_or_found_people
16 nations rush relief to flood-hit Sri Lanka - The Straits Times https://t.co/WnxGq8xTLq #news https://t.co/6wH5OrOeDM,rescue_volunteering_or_donation_effort
Rehabilitation of Villagers affected by Cyclone Mora Read full @ https://t.co/2lsWmF0re2 https://t.co/YKNvfKU08T,affected_individuals
US teams help restore flood-hit schools... Read more: https://t.co/wnGcaFsSLe #lka #srilanka https://t.co/8X9rMZmsQV,rescue_volunteering_or_donation_effort
Israel rushes to aid tens of thousands in Sri Lanka after flood. https://t.co/EWpYGE7wkl https://t.co/12Ut0u0yyg,rescue_volunteering_or_donation_effort
Cyclone Mora: Govt to rebuild all damaged homes: PM #TISNews Click Link- https://t.co/kpfS3OReI1 https://t.co/UwMoLXY6BM,infrastructure_and_utility_damage
RT @Dailymirror_SL: Weather calamity: Death toll rises to 180 #FloodSL https://t.co/9RXUdaYR3A https://t.co/pMJVDS4bLe,injured_or_dead_people
#USA á¼ŸAá¼Ÿ8 donates $2.3 million to #SriLanka á¼Ÿ1á¼Ÿ0 flood relief aid. Thank you America á½¤Fá¼¿C https://t.co/ISA3vsyUZr https://t.co/MJTexVUQPR,rescue_volunteering_or_donation_effort
Cyclone Mora: India hands over relief materials to Bangladesh https://t.co/riJz0ZWee4 https://t.co/NIGJTfHACk,rescue_volunteering_or_donation_effort
Visiting Chinese navy fleet donates flood relief supplies to Sri Lanka https://t.co/6e1SPbOUoc https://t.co/O68PvVjLGQ,rescue_volunteering_or_donation_effort
"#EuropeanUnion donates â‚¬300,000 to aid families affected by #SriLanka floods https://t.co/DQ9Yrq2nZC #top #news https://t.co/519z7D5n0A",rescue_volunteering_or_donation_effort
Three Chinese naval ships arrive in Sri Lanka to assist in floodÂ relief https://t.co/YEq1gQIySO https://t.co/czvdBANO4N,rescue_volunteering_or_donation_effort
#SriLanka to convene international donor conference for floods rebuild https://t.co/JmNJiOZdMA #top #news https://t.co/pEDOFakOwk,rescue_volunteering_or_donation_effort
Tri-forces continue recovery and relief operations as floods recede #SriLanka https://t.co/xbLm1nrzNC https://t.co/9SjxwyPq3N,rescue_volunteering_or_donation_effort
Flash floods wreak havoc in Guwahati; man electrocuted #floodsl #Assam #rains https://t.co/tj5eEVb73U https://t.co/VuQS5MWZJF,injured_or_dead_people
@UNmigration launches $3.7 million appeal for Cyclone Mora response in #Bangladesh https://t.co/gZ2Tm2FySp https://t.co/XT40tkKThW,rescue_volunteering_or_donation_effort
Good to see supplies from #chinaaid reaching the most badly affected areas from #FloodSL https://t.co/N4EBj9qGLX,rescue_volunteering_or_donation_effort
"The Radio Society of Sri Lanka, response to the flood disaster may 2017 https://t.co/ejiNoy9trx #dx #hamr #hamradio https://t.co/vfHBpo6NeS",infrastructure_and_utility_damage
In #SriLanka with @MoveTheWorld to help animals and communities recover from the devastating floods. https://t.co/WQmPmZXssY,rescue_volunteering_or_donation_effort
Effects of Natural Disasters in Sri Lanka has been at increasing trend specially after 2003.. flood and landslides.. https://t.co/sWE3TrjRiz,infrastructure_and_utility_damage
"Over 10 days since disasters struck #lka, the death toll stands at 213, with 79 people still missing #FloodSL https://t.co/QsmyXLmWLf",injured_or_dead_people
#Iran-ian aid convoy sent to flood-stricken Sri Lanka https://t.co/i1GWeg99kd #SriLankaFloods #irna https://t.co/gA3b2kPsNe,rescue_volunteering_or_donation_effort
2nd phase of contributions..Retweet and help us #FloodSL https://t.co/DEXJQofj7K,rescue_volunteering_or_donation_effort
#US #Army soldiers and #ROTC cadets pitch in to help flood recovery in #SriLanka Image via @USAmbKeshap @USEmbSL https://t.co/UkYc7I5Gxe,rescue_volunteering_or_donation_effort
Pakistan Navy helping people in flood stricken Sri Lanka https://t.co/EPVzshTqRC https://t.co/1m3ATtlU9i,rescue_volunteering_or_donation_effort
Rohingya camps in Bangladesh destroyed by Cyclone Mora | Bangladesh News - https://t.co/p0nTvP1Vht camps ... https://t.co/0JLQhTz6sI,infrastructure_and_utility_damage
RT @STcom: #SriLanka appeals for help as #floods cripple water supply https://t.co/cCHq3iXVqB https://t.co/Ptbd9u6Eub,rescue_volunteering_or_donation_effort
Maldives offers financial assistance to flood hit SriÂ Lanka https://t.co/6HwEGnquMY https://t.co/6uuQsW695v,rescue_volunteering_or_donation_effort
